title,author,rating,genres
"the reckoning (darkest powers, #3)",kelley armstrong,8.36,fantasy
"gabriel's inferno (gabriel's inferno, #1)",sylvain reynard,7.96,romance
a walk in the woods: rediscovering america on the appalachian trail,bill bryson,8.12,documentary
"reflected in you (crossfire, #2)",sylvia day,8.6,romance
"winter (the lunar chronicles, #4)",marissa meyer,8.86,fantasy
"the well of ascension (mistborn, #2)",brandon sanderson,8.76,fantasy
"fablehaven (fablehaven, #1)",brandon mull,8.24,fantasy
"guilty pleasures (anita blake, vampire hunter, #1)",laurell k. hamilton,8.04,fantasy
"a study in scarlet (sherlock holmes, #1)",arthur conan doyle,8.28,mystery
"one foot in the grave (night huntress, #2)",jeaniene frost,8.58,fantasy
"definitely dead (sookie stackhouse, #6)",charlaine harris,8.02,fantasy
christy,catherine marshall,8.48,history
"the city of ember (book of ember, #1)",jeanne duprau,7.78,science fiction
journey to the end of the night,louis-ferdinand céline,8.4,documentary
the fountainhead,ayn rand,7.76,documentary
"a ​court of silver flames (a court of thorns and roses, #4)",sarah j. maas,8.9,fantasy
"opal (lux, #3)",jennifer l. armentrout,8.5,fantasy
the runaway jury,john grisham,8.04,thriller
still life with woodpecker,tom robbins,8.06,comedy
"pandemonium (delirium, #2)",lauren oliver,8.06,science fiction
stoner,john  williams,8.64,history
"the amulet of samarkand (bartimaeus, #1)",jonathan stroud,8.06,fantasy
safe haven,nicholas sparks,8.42,romance
a room of one’s own,virginia woolf,8.42,documentary
"onyx (lux, #2)",jennifer l. armentrout,8.48,fantasy
sometimes a great notion,ken kesey,8.5,history
the turn of the screw,henry james,6.78,horror
"keeper of the lost cities (keeper of the lost cities, #1)",shannon messenger,8.84,fantasy
the complete persepolis,marjane satrapi,8.78,documentary
the house of mirth,edith wharton,7.92,history
"from dead to worse (sookie stackhouse, #8)",charlaine harris,8.02,fantasy
the house in the cerulean sea,t.j. klune,8.84,fantasy
on the beach,nevil shute,7.92,science fiction
"wizard and glass (the dark tower, #4)",stephen king,8.52,fantasy
"lady midnight (the dark artifices, #1)",cassandra clare,8.74,fantasy
turtles all the way down,john green,7.78,romance
"roll of thunder, hear my cry (logans, #4)",mildred d. taylor,7.76,history
"the mysterious benedict society (the mysterious benedict society, #1)",trenton lee stewart,8.4,mystery
becoming,michelle obama,8.94,documentary
"the monarch's ring (the lost artefacts, #2)",johnathon nicolaou,8.92,fantasy
the dispossessed: an ambiguous utopia,ursula k. le guin,8.48,science fiction
"bitten (otherworld, #1)",kelley armstrong,8.04,fantasy
this lullaby,sarah dessen,8.04,romance
animal farm / 1984,george orwell,8.6,science fiction
thus spoke zarathustra,friedrich nietzsche,8.14,documentary
"the ruins of gorlan (ranger's apprentice, #1)",john flanagan,8.48,fantasy
"redwall (redwall, #1)",brian jacques,8.26,fantasy
"faefever (fever, #3)",karen marie moning,8.58,fantasy
helter skelter: the true story of the manson murders,vincent bugliosi,8.12,crime
silas marner,george eliot,7.34,history
"scythe (arc of a scythe, #1)",neal shusterman,8.66,fantasy
"fantasy lover (hunter legends, #1)",sherrilyn kenyon,8.3,romance
"wings (wings, #1)",aprilynne pike,7.52,fantasy
"the awakening / the struggle (the vampire diaries, #1-2)",l.j. smith,7.36,fantasy
the rime of the ancient mariner,samuel taylor coleridge,7.92,fantasy
"tiger's curse (the tiger saga, #1)",colleen houck,8.1,fantasy
"every day (every day, #1)",david levithan,7.8,romance
"these is my words: the diary of sarah agnes prine, 1881-1901, arizona territories (sarah agnes prine, #1)",nancy e. turner,8.7,history
"breaking dawn (the twilight saga, #4)",stephenie meyer,7.46,fantasy
the horse whisperer,nicholas evans,7.68,romance
running with scissors,augusten burroughs,7.5,documentary
heartless,marissa meyer,8.18,fantasy
"all the pretty horses (the border trilogy, #1)",cormac mccarthy,8.06,adventure
requiem for a dream,hubert selby jr.,8.2,thriller
"red dragon (hannibal lecter, #1)",thomas  harris,8.1,horror
"finding hope in the darkness of grief: spiritual insights expressed through art, poetry and prose",diamante lavendar,8.58,drama
along for the ride,sarah dessen,8.08,romance
smilla's sense of snow,peter høeg,7.48,mystery
"god is the cure, love is the answer: a memoir",aimee cabo nikolov,8.58,documentary
and the mountains echoed,khaled hosseini,8.14,history
collected fictions,jorge luis borges,9.14,fantasy
"dirk gently's holistic detective agency (dirk gently, #1)",douglas adams,7.94,science fiction
the great divorce,c.s. lewis,8.6,fantasy
suzanne's diary for nicholas,james patterson,8.34,romance
the razor's edge,w. somerset maugham,8.38,documentary
the man in the high castle,philip k. dick,7.2,science fiction
eleven minutes,paulo coelho,7.42,romance
if we were villains,m.l. rio,8.4,mystery
walks away woman,ki longfellow,8.74,adventure
"the short second life of bree tanner (the twilight saga, #3.5)",stephenie meyer,7.02,fantasy
"beastly (beastly, #1)",alex flinn,7.64,fantasy
"the devil wears prada (the devil wears prada, #1)",lauren weisberger,7.58,romance
"why they stay: sex scandals, deals, and hidden agendas of eight political wives",anne  michaud,8.62,documentary
birdsong,sebastian faulks,8.2,history
"lover enshrined (black dagger brotherhood, #6)",j.r. ward,8.22,romance
"percy jackson and the olympians (percy jackson and the olympians, #1-3)",rick riordan,9.08,fantasy
fingersmith,sarah waters,8.04,history
anansi boys,neil gaiman,8.08,fantasy
germinal,émile zola,8.36,history
"point of retreat (slammed, #2)",colleen hoover,8.36,romance
the kitchen god's wife,amy tan,8.06,history
"from blood and ash (blood and ash, #1)",jennifer l. armentrout,8.5,fantasy
"eclipse (the twilight saga, #3)",stephenie meyer,7.44,fantasy
"vicious (villains, #1)",v.e. schwab,8.44,fantasy
"new moon (the twilight saga, #2)",stephenie meyer,7.18,fantasy
"illuminae (the illuminae files, #1)",amie kaufman,8.5,science fiction
the crying of lot 49,thomas pynchon,7.38,mystery
"the iron queen (the iron fey, #3)",julie kagawa,8.4,fantasy
maus i: un survivant raconte: mon père saigne l'histoire,art spiegelman,8.76,animation
till we have faces,c.s. lewis,8.36,fantasy
"gödel, escher, bach: an eternal golden braid",douglas r. hofstadter,8.58,documentary
"the winds of war (the henry family, #1)",herman wouk,8.74,history
lunar park,bret easton ellis,7.28,horror
"storm front (the dresden files, #1)",jim butcher,7.96,fantasy
"across the universe (across the universe, #1)",beth revis,7.54,science fiction
"matching configurations (quantum roots, #3)",kyle keyes,8.6,science fiction
"the summer i turned pretty (summer, #1)",jenny han,7.56,romance
the tale of despereaux,kate dicamillo,8.12,fantasy
the forty rules of love,elif shafak,8.26,history
"rules of attraction (perfect chemistry, #2)",simone elkeles,8.36,romance
"cry wolf (alpha & omega, #1)",patricia briggs,8.24,fantasy
"the valley of horses (earth's children, #2)",jean m. auel,8.04,history
"evernight (evernight, #1)",claudia gray,7.3,fantasy
a scanner darkly,philip k. dick,8.04,science fiction
a town like alice,nevil shute,8.3,history
"on dublin street (on dublin street, #1)",samantha young,8.32,romance
brave new world / brave new world revisited,aldous huxley,8.32,science fiction
"practical magic (practical magic, #1)",alice hoffman,7.48,fantasy
before i go to sleep,s.j. watson,7.8,thriller
"saving the world and other extreme sports (maximum ride, #3)",james patterson,8.28,fantasy
"the throne of fire (the kane chronicles, #2)",rick riordan,8.38,fantasy
"the iron daughter (the iron fey, #2)",julie kagawa,8.16,fantasy
tales of h.p. lovecraft,h.p. lovecraft,8.46,horror
"bloodfever (fever, #2)",karen marie moning,8.5,fantasy
the pelican brief,john grisham,8.1,mystery
"origin (lux, #4)",jennifer l. armentrout,8.66,fantasy
twenty love poems and a song of despair,pablo neruda,8.46,romance
"this present darkness (darkness, #1)",frank e. peretti,8.46,fantasy
"pretty little liars (pretty little liars, #1)",sara shepard,7.7,mystery
the illustrated man,ray bradbury,8.26,science fiction
solaris,stanisław lem,7.98,science fiction
"fall of giants (the century trilogy, #1)",ken follett,8.62,history
"the way of shadows (night angel, #1)",brent weeks,8.3,fantasy
"skagboys (mark renton, #1)",irvine welsh,8.06,thriller
"stones from the river (burgdorf cycle, #1)",ursula hegi,8.18,history
"blue moon (the immortals, #2)",alyson noel,7.22,fantasy
"the blade itself (the first law, #1)",joe abercrombie,8.4,fantasy
the rescue,nicholas sparks,8.24,romance
"the angel's game (the cemetery of forgotten books, #2)",carlos ruiz zafón,7.98,history
"the dragon reborn (the wheel of time, #3)",robert jordan,8.54,fantasy
notes from underground,fyodor dostoevsky,8.36,documentary
"anne of the island (anne of green gables, #3)",l.m. montgomery,8.54,history
the tale of genji,murasaki shikibu,7.46,history
when breath becomes air,paul kalanithi,8.78,documentary
mother night,kurt vonnegut jr.,8.44,history
the selfish gene,richard dawkins,8.3,documentary
"naked in death (in death, #1)",j.d. robb,8.26,mystery
hearts in atlantis,stephen king,7.7,horror
batman: the dark knight returns,frank miller,8.52,animation
cujo,stephen king,7.54,horror
"destined for an early grave (night huntress, #4)",jeaniene frost,8.64,fantasy
"the archon of peace (sovereign, #1)",juddy anderson c. punzalan,9.12,fantasy
the satanic verses,salman rushdie,7.42,fantasy
"tai-pan (asian saga, #2)",james clavell,8.58,history
"garden spells (waverley family, #1)",sarah addison allen,8.12,fantasy
brainwalker,robyn mundell,8.66,fantasy
on the jellicoe road,melina marchetta,8.24,mystery
"the alchemyst (the secrets of the immortal nicholas flamel, #1)",michael scott,7.72,fantasy
"forever (the wolves of mercy falls, #3)",maggie stiefvater,7.78,fantasy
the end of the affair,graham greene,7.8,romance
mere christianity,c.s. lewis,8.7,documentary
"inkspell (inkworld, #2)",cornelia funke,7.88,fantasy
november 9,colleen hoover,8.34,romance
"night world, no. 2 (night world, #4-6)",l.j. smith,8.4,fantasy
black like me,john howard griffin,8.2,documentary
"sweet evil (sweet, #1)",wendy higgins,8.16,horror
reminders of him,colleen hoover,8.84,romance
the sacred well murders,susan  rowland,8.62,mystery
"starcrossed (starcrossed, #1)",josephine angelini,8.1,fantasy
"cross my heart and hope to spy (gallagher girls, #2)",ally carter,8.26,mystery
the complete fairy tales,hans christian andersen,8.58,fantasy
if you give a mouse a cookie,laura joffe numeroff,8.56,comedy
"diary of a wimpy kid (diary of a wimpy kid, #1)",jeff kinney,7.96,comedy
the book of disquiet: the complete edition,fernando pessoa,8.84,documentary
the death of ivan ilych,leo tolstoy,8.24,documentary
the heart of aleppo: a story of the syrian civil war,ammar habib,8.8,history
the french lieutenant's woman,john fowles,7.76,history
"harry potter and the cursed child: parts one and two (harry potter, #8)",j.k. rowling,7.0,fantasy
the day of the jackal,frederick forsyth,8.54,thriller
"an echo in the bone (outlander, #7)",diana gabaldon,8.88,history
the miraculous journey of edward tulane,kate dicamillo,8.74,fantasy
"under the never sky (under the never sky, #1)",veronica rossi,7.98,science fiction
"the oldest dance (wisdom revolution, #2)",misba,9.18,fantasy
villette,charlotte brontë,7.54,romance
"the waste lands (the dark tower, #3)",stephen king,8.5,fantasy
el diablo,m. robinson,7.96,drama
"the wishing spell (the land of stories, #1)",chris colfer,8.5,fantasy
what is the what,dave eggers,8.28,history
dolores claiborne,stephen king,7.82,horror
five feet apart,rachael lippincott,8.38,romance
the blue castle,l.m. montgomery,8.6,romance
the thief lord,cornelia funke,7.96,fantasy
"the serpent's shadow (the kane chronicles, #3)",rick riordan,8.56,fantasy
kindred,octavia e. butler,8.6,history
wild: from lost to found on the pacific crest trail,cheryl strayed,8.1,documentary
demons,fyodor dostoevsky,8.58,documentary
"something borrowed (darcy & rachel, #1)",emily giffin,7.74,romance
"the diamond age: or, a young lady's illustrated primer",neal stephenson,8.32,science fiction
making faces,amy harmon,8.6,romance
"the deal (off-campus, #1)",elle kennedy,8.5,romance
"the life and opinions of tristram shandy, gentleman",laurence sterne,7.46,comedy
"skulduggery pleasant (skulduggery pleasant, #1)",derek landy,8.36,fantasy
"max (maximum ride, #5)",james patterson,8.12,fantasy
i am malala: the story of the girl who stood up for education and was shot by the taliban,malala yousafzai,8.3,documentary
who moved my cheese?,spencer johnson,7.72,documentary
beach read,emily henry,8.04,romance
tell no one,harlan coben,8.16,mystery
"the sandman, vol. 1: preludes & nocturnes",neil gaiman,8.5,animation
"old man's war (old man's war, #1)",john scalzi,8.46,science fiction
"rapture (fallen, #4)",lauren kate,7.98,fantasy
"don't judge a girl by her cover (gallagher girls, #3)",ally carter,8.42,mystery
"rich dad, poor dad",robert t. kiyosaki,8.24,documentary
think and grow rich,napoleon hill,8.36,documentary
"extras (uglies, #4)",scott westerfeld,7.2,science fiction
the dharma bums,jack kerouac,7.86,documentary
the children of húrin,j.r.r. tolkien,8.04,fantasy
"iron kissed (mercy thompson, #3)",patricia briggs,8.68,fantasy
"the forever war (the forever war, #1)",joe haldeman,8.28,science fiction
"fourth wing (the empyrean, #1)",rebecca yarros,9.3,fantasy
the rise and fall of the third reich: a history of nazi germany,william l. shirer,8.4,history
can you keep a secret?,sophie kinsella,7.68,romance
three comrades,erich maria remarque,8.96,history
i am legend,richard matheson,8.12,horror
flipped,wendelin van draanen,7.96,romance
people of the book,geraldine brooks,8.06,history
"the last wish (the witcher, #0.5)",andrzej sapkowski,8.28,fantasy
"the dead girls' dance (the morganville vampires, #2)",rachel caine,8.08,fantasy
"rendezvous with rama (rama, #1)",arthur c. clarke,8.24,science fiction
aesop's fables,aesop,8.1,fantasy
"dodging satan: my irish/italian, sometimes awesome, but mostly creepy, childhood",kathleen zamboni mccormick,8.58,drama
the storyteller,jodi picoult,8.58,history
bird by bird,anne lamott,8.48,documentary
the eyes of the dragon,stephen king,7.88,fantasy
"hollow city (miss peregrine's peculiar children, #2)",ransom riggs,8.12,fantasy
"life as we knew it (last survivors, #1)",susan beth pfeffer,7.76,science fiction
the painted bird,jerzy kosiński,7.82,history
"diplomats & admirals: from failed negotiations and tragic misjudgments to powerful leaders and heroic deeds, the untold story of the pacific war from pearl harbor to midway",dale a. jenkins,8.58,history
"the cuckoo's calling (cormoran strike, #1)",robert galbraith,7.76,mystery
survival in auschwitz,primo levi,8.64,documentary
down and out in paris and london,george orwell,8.18,documentary
"the blue sword (damar, #1)",robin mckinley,8.42,fantasy
