title,author,rating,overview,genres,url
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,8.38,"Edgar Allan Poe remains the unsurpassed master of works of mystery and madness in this outstanding collection of Poe's prose and poetry are sixteen of his finest tales, including:-The Tell-Tale Heart-The Black Cat-The Cask of Amontillado-The Fall of the House of Usher-The Masque of the Red Death-The Facts in the Case of M. Valdemar-Ligeia-The Murders in the Rue Morgue-The Purloined Letter-A Descent into the Maelstrom-The Pit and the Pendulum-Ms. Found in a Bottle-The Premature Burial-William Wilson-Eleonara-Silence-A Fable-The Narrative of Arthur Gordon PymHere too is a major selection of what Poe characterized as the passion of his life, his poems:-Stanzas-Romance-To Helen-Israfel-The City in the Sea-The Sleeper-The Valley of Unrest-Lenore-The Raven-A Valentine-Ulanume-A Ballad-For Annie-Annabel Lee-The Bells-Alone","Classics,Horror,Fiction,Short Stories,Poetry,Mystery,Gothic",https://www.amazon.com/s?k=TheTell-TaleHeartandOtherWritings&crid=TOQJCXSNICLI&sprefix=TheTell-TaleHeartandOtherWritings%2Caps%2C163&ref=nb_sb_noss_1k=TheTell-TaleHeartandOtherWritings
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,7.54,"Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen, and she's struggling to conceal her power, and a curse that has haunted her family for generations. But even within the overgrown gardens, murky swamps and crumbling graveyards of the forgotten South, a secret cannot stay hidden forever.Ethan Wate, who has been counting the months until he can escape from Gatlin, is haunted by dreams of a beautiful girl he has never met. When Lena moves into the town's oldest and most infamous plantation, Ethan is inexplicably drawn to her and determined to uncover the connection between them.In a town with no surprises, one secret could change everything.","Fantasy,Young Adult,Paranormal,Romance,Fiction,Magic,Supernatural",https://www.amazon.com/s?k=BeautifulCreatures&crid=TOQJCXSNICLI&sprefix=BeautifulCreatures%2Caps%2C163&ref=nb_sb_noss_1k=BeautifulCreatures
A Separate Peace,John Knowles,7.18,"An American classic and great bestseller for over thirty years, A Separate Peace is timeless in its description of adolescence during a period when the entire country was losing its innocence to the second world war.Set at a boys boarding school in New England during the early years of World War II, A Separate Peace is a harrowing and luminous parable of the dark side of adolescence. Gene is a lonely, introverted intellectual. Phineas is a handsome, taunting, daredevil athlete. What happens between the two friends one summer, like the war itself, banishes the innocence of these boys and their world.A bestseller for more than thirty years, A Separate Peace is John Knowles crowning achievement and an undisputed American classic.","Classics,Fiction,Young Adult,Historical Fiction,School,Coming Of Age,High School",https://www.amazon.com/s?k=ASeparatePeace&crid=TOQJCXSNICLI&sprefix=ASeparatePeace%2Caps%2C163&ref=nb_sb_noss_1k=ASeparatePeace
Steppenwolf,Hermann Hesse,8.26,"Steppenwolf is a poetical self-portrait of a man who felt himself to be half-human and half-wolf. This Faust-like and magical story is evidence of Hesse's searching philosophy and extraordinary sense of humanity as he tells of the humanization of a middle-aged misanthrope. Yet his novel can also be seen as a plea for rigorous self-examination and an indictment of the intellectual hypocrisy of the period. As Hesse himself remarked, ""Of all my books Steppenwolf is the one that was more often and more violently misunderstood than any of the others"".","Fiction,Classics,Philosophy,German Literature,Literature,Novels,Germany",https://www.amazon.com/s?k=Steppenwolf&crid=TOQJCXSNICLI&sprefix=Steppenwolf%2Caps%2C163&ref=nb_sb_noss_1k=Steppenwolf
Mansfield Park,Jane Austen,7.72,"Taken from the poverty of her parents' home in Portsmouth, Fanny Price is brought up with her rich cousins at Mansfield Park, acutely aware of her humble rank and with her cousin Edmund as her sole ally. During her uncle's absence in Antigua, the Crawford's arrive in the neighbourhood bringing with them the glamour of London life and a reckless taste for flirtation. Mansfield Park is considered Jane Austen's first mature work and, with its quiet heroine and subtle examination of social position and moral integrity, one of her most profound.","Classics,Fiction,Romance,Historical Fiction,Literature,19th Century,Historical",https://www.amazon.com/s?k=MansfieldPark&crid=TOQJCXSNICLI&sprefix=MansfieldPark%2Caps%2C163&ref=nb_sb_noss_1k=MansfieldPark
Tao Te Ching,Lao Tzu,8.6,"A lucid translation of the well-known Taoist classic by a leading scholar-now in a Shambhala Pocket Library edition. Written more than two thousand years ago, the Tao Teh Ching, or -The Classic of the Way and Its Virtue, - is one of the true classics of the world of spiritual literature. Traditionally attributed to the legendary -Old Master, - Lao Tzu, the Tao Teh Ching teaches that the qualities of the enlightened sage or ideal ruler are identical with those of the perfected individual. Today, Lao Tzu's words are as useful in mastering the arts of leadership in business and politics as they are in developing a sense of balance and harmony in everyday life. To follow the Tao or Way of all things and realize their true nature is to embody humility, spontaneity, and generosity. John C. H. Wu has done a remarkable job of rendering this subtle text into English while retaining the freshness and depth of the original. A jurist and scholar, Dr. Wu was a recognized authority on Taoism and the translator of several Taoist and Zen texts and of Chinese poetry. This book is part of the Shambhala Pocket Library series. The Shambhala Pocket Library is a collection of short, portable teachings from notable figures across religious traditions and classic texts. The covers in this series are rendered by Colorado artist Robert Spellman. The books in this collection distill the wisdom and heart of the work Shambhala Publications has published over 50 years into a compact format that is collectible, reader-friendly, and applicable to everyday life.","Philosophy,Nonfiction,Classics,Religion,Spirituality,Poetry,China",https://www.amazon.com/s?k=TaoTeChing&crid=TOQJCXSNICLI&sprefix=TaoTeChing%2Caps%2C163&ref=nb_sb_noss_1k=TaoTeChing
The Hunchback of Notre-Dame,Victor Hugo,8.02,"This extraordinary historical French gothic novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the disabled bell-ringer of Notre-Dame, as he struggles to stand up to his ableist guardian Claude Frollo, who also wants to commit genocide against Paris' Romani population.The novel has been described as a key text in French literature[1] and has been adapted for film over a dozen times, in addition to numerous television and stage adaptations, such as a 1923 silent film with Lon Chaney, a 1939 sound film with Charles Laughton, and a 1996 Disney animated film with Tom Hulce (both as Quasimodo).The novel sought to preserve values of French culture in a time period of great change, which resulted in the destruction of many French Gothic structures. The novel made Notre-Dame de Paris a national icon and served as a catalyst for renewed interest in the restoration of Gothic form.","Classics,Fiction,Historical Fiction,France,Literature,French Literature,Gothic",https://www.amazon.com/s?k=TheHunchbackofNotre-Dame&crid=TOQJCXSNICLI&sprefix=TheHunchbackofNotre-Dame%2Caps%2C163&ref=nb_sb_noss_1k=TheHunchbackofNotre-Dame
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,8.16,"Oaths sworn... loyalties tested... forces collide.It's been only months since Eragon first uttered ""brisingr"", an ancient language term for fire. Since then, he's not only learned to create magic with words — he's been challenged to his very core. Following the colossal battle against the Empires warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly escaped with their lives. Still, there is more adventure at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep.First is Eragon's oath to his cousin, Roran: to help rescue Roran's beloved from King Galbatorix's clutches. But Eragon owes his loyalty to others, too. The Varden are in desperate need of his talents and strength — as are the elves and dwarves. When unrest claims the rebels and danger strikes from every corner, Eragon must make choices — choices that will take him across the Empire and beyond, choices that may lead to unimagined sacrifice.Eragon is the greatest hope to rid the land of tyranny. Can this once simple farm boy unite the rebel forces and defeat the king?","Fantasy,Young Adult,Fiction,Dragons,Adventure,Magic,High Fantasy",https://www.amazon.com/s?k=Brisingr&crid=TOQJCXSNICLI&sprefix=Brisingr%2Caps%2C163&ref=nb_sb_noss_1k=Brisingr
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,7.66,"Robert Louis Stevenson's masterpiece of the duality of good and evil in man's nature sprang from the darkest recesses of his own unconscious—during a nightmare from which his wife awakened him, alerted by his screams. More than a hundred years later, this tale of the mild-mannered Dr. Jekyll and the drug that unleashes his evil, inner persona—the loathsome, twisted Mr. Hyde—has lost none of its ability to shock. Its realistic police-style narrative chillingly relates Jekyll's desperation as Hyde gains control of his soul—and gives voice to our own fears of the violence and evil within us. Written before Freud's naming of the ego and the id, Stevenson's enduring classic demonstrates a remarkable understanding of the personality's inner conflicts—and remains the irresistibly terrifying stuff of our worst nightmares.","Horror,Classics,Science Fiction,Mystery,Gothic,Fantasy,Literature",https://www.amazon.com/s?k=Dr.JekyllandMr.Hyde&crid=TOQJCXSNICLI&sprefix=Dr.JekyllandMr.Hyde%2Caps%2C163&ref=nb_sb_noss_1k=Dr.JekyllandMr.Hyde
Inferno,Dante Alighieri,8.04,"Of the great poets, Dante is one of the most elusive and therefore one of the most difficult to adequately render into English verse. In the Inferno, Dante not only judges sin but strives to understand it so that the reader can as well. With this major new translation, Anthony Esolen has succeeded brilliantly in marrying sense with sound, poetry with meaning, capturing both the poem’s line-by-line vigor and its allegorically and philosophically exacting structure, yielding an Inferno that will be as popular with general readers as with teachers and students. For, as Dante insists, without a trace of sentimentality or intellectual compromise, even Hell is a work of divine art.Esolen also provides a critical Introduction and endnotes, plus appendices containing Dante’s most important sources—from Virgil to Saint Thomas Aquinas and other Catholic theologians—that deftly illuminate the religious universe the poet inhabited.","Classics,Poetry,Fiction,Literature,Religion,Fantasy,School",https://www.amazon.com/s?k=Inferno&crid=TOQJCXSNICLI&sprefix=Inferno%2Caps%2C163&ref=nb_sb_noss_1k=Inferno
